rel	final_cat	source	evidence
Tests/NehirTests/IPCServerTests.swift	2	round1	Tests/OmniWMTests/IPCServerTests.swift @ ee9b4f0 | close()->interrupt() API adaptation across tests; 23/23 tests preserved.
Tests/NehirTests/IPCSocketPathTests.swift	1	round1	Tests/OmniWMTests/IPCSocketPathTests.swift @ ee9b4f0 | Only SPDX + import + bundle-id/socket-path rebrand tokens.
Tests/NehirTests/InteractiveMoveDemoModelTests.swift	5	round1+confirmed	R2: origin -S/grep 'MoveDemoModel','consumeIntoStackedNeighborPlacesConsumedWindowAtVisibleBottom' empty; basename empty -> invented in Nehir
Tests/NehirTests/KeyRecorderViewTests.swift	3	round1	Tests/OmniWMTests/KeyRecorderViewTests.swift @ ee9b4f0 | Removed HyperTriggerRecorder + configured-hyper tests; chord semantics changed; sim 34%.
Tests/NehirTests/LayoutPlanTestSupport.swift	1	round1	Tests/OmniWMTests/LayoutPlanTestSupport.swift @ ee9b4f0 | Only SPDX + import + com.omniwm->dev.guria.nehir bundle-id rebrand.
Tests/NehirTests/LayoutRefreshControllerTests.swift	3	round1	Tests/OmniWMTests/LayoutRefreshControllerTests.swift @ ee9b4f0 | Removed resizePlaceholder tests + new HiddenWindowPlacementResolver tests; sim 38%.
Tests/NehirTests/MonitorDescriptionTests.swift	1	round1	Tests/OmniWMTests/MonitorDescriptionTests.swift @ ee9b4f0 | Diff is only SPDX header + import rename.
Tests/NehirTests/MonitorIdentityMatchingTests.swift	5	round1+confirmed	R2: origin -S 'struct MonitorIdentityMatchingTests','outputIdEqualityIgnoresAnchorPoint' empty (OutputId/MonitorBarSettings are upstream prod types in other files); basename empty -> Nehir
Tests/NehirTests/MonitorRestoreAssignmentsTests.swift	2	round1	Tests/OmniWMTests/MonitorRestoreAssignmentsTests.swift @ ee9b4f0 | One new position-restore test added; rest near-identical.
Tests/NehirTests/MonitorSettingsTabTests.swift	1	round1	Tests/OmniWMTests/MonitorSettingsTabTests.swift @ ee9b4f0 | Diff is only SPDX header + import rename.
Tests/NehirTests/MotionTestSupport.swift	2	round1	Tests/OmniWMTests/MotionTestSupport.swift @ ee9b4f0 | Removed Sponsors/CommandPalette/WorkspaceBar helpers (feature changes); rest preserved.
Tests/NehirTests/MouseEventHandlerTests.swift	3	round1	Tests/OmniWMTests/MouseEventHandlerTests.swift @ ee9b4f0 | 16 new focus-follows-mouse/gesture tests + removed Dwindle tests; sim 41%.
Tests/NehirTests/MouseWarpHandlerTests.swift	1	round1	Tests/OmniWMTests/MouseWarpHandlerTests.swift @ ee9b4f0 | Only SPDX + import + com.omniwm->dev.guria.nehir bundle-id rebrand.
Tests/NehirTests/NiriLayoutEngineTests.swift	2	round1	Tests/OmniWMTests/NiriLayoutEngineTests.swift @ ee9b4f0 | API renames (maxVisibleColumns->balancedColumnCount) + new tabbed-column tests; 142/144 preserved.
Tests/NehirTests/NiriMonitorTests.swift	5	round1+confirmed	R2: origin -S 'struct NiriMonitorTests','updateOutputSizePreservesExistingOrientationWhenCalledWithNil' empty (NiriMonitor prod type exists upstream, test doesn't); basename empty -> Nehir
Tests/NehirTests/OptimizationCompletionTests.swift	1	round1	Tests/OmniWMTests/OptimizationCompletionTests.swift @ ee9b4f0 | Diff is only SPDX header + import rename.
Tests/NehirTests/OverviewModalInteractionTests.swift	2	round1	Tests/OmniWMTests/OverviewModalInteractionTests.swift @ ee9b4f0 | API adaptation (motionPolicy removed, activeWorkspace->interactionWorkspace); structure preserved.
Tests/NehirTests/OverviewProjectionTests.swift	2	round1	Tests/OmniWMTests/OverviewProjectionTests.swift @ ee9b4f0 | Beyond rebrand only maxVisibleColumns->balancedColumnCount API rename.
Tests/NehirTests/OverviewRendererTests.swift	1	round1	Tests/OmniWMTests/OverviewRendererTests.swift @ ee9b4f0 | Diff is only SPDX header + import rename.
Tests/NehirTests/OverviewScrollBoundsTests.swift	1	round1	Tests/OmniWMTests/OverviewScrollBoundsTests.swift @ ee9b4f0 | Diff is only SPDX header + import rename.
Tests/NehirTests/OverviewThumbnailSizingTests.swift	1	round1	Tests/OmniWMTests/OverviewThumbnailSizingTests.swift @ ee9b4f0 | Diff is only SPDX header + import rename.
Tests/NehirTests/OwnedWindowRegistryTests.swift	2	round1	Tests/OmniWMTests/OwnedWindowRegistryTests.swift @ ee9b4f0 | Removed utility-window test + Sponsors/AppRules refs (features); bundle-id rename.
Tests/NehirTests/PureLayoutAgreementTests.swift	5	round1+confirmed	R2: origin -S/grep 'PureLayoutAgreementTests','PureLayoutReducer','PureLayoutInvariants' all empty; basename empty -> invented in Nehir
Tests/NehirTests/PureLayoutBoundaryTests.swift	5	round1+confirmed	R2: origin -S/grep 'struct PureLayoutBoundaryTests','pureLayoutFilesDoNotReferenceRuntimeOrPlatformTypes' empty; basename empty -> invented in Nehir
Tests/NehirTests/PureLayoutReducerTests.swift	5	round1+confirmed	R2: origin -S/grep 'PureLayoutReducerTests','PureLayoutReducer','PureLayoutInvariants' empty; basename empty -> invented in Nehir
Tests/NehirTests/ReconcileStateTests.swift	2	round1	Tests/OmniWMTests/ReconcileStateTests.swift @ ee9b4f0 | One new snapshot-dump test added; rest near-identical.
Tests/NehirTests/RefreshRoutingTests.swift	2	round1	Tests/OmniWMTests/RefreshRoutingTests.swift @ ee9b4f0 | Removed Dwindle refresh tests + API renames; 85/95 tests preserved.
Tests/NehirTests/ResizeMinimumLearnerTests.swift	5	round1+confirmed	R2: origin -S/grep 'ResizeMinimumLearnerTests','handleResizeMinimumFrameApplyResult','isCellQuantizationOvershoot' empty (AXFrameApplyResult is upstream prod); basename empty -> Nehir
Tests/NehirTests/RestorePlannerTests.swift	2	round1	Tests/OmniWMTests/RestorePlannerTests.swift @ ee9b4f0 | Two new tests added; rest near-identical.
Tests/NehirTests/ServiceLifecycleManagerTests.swift	2	round1	Tests/OmniWMTests/ServiceLifecycleManagerTests.swift @ ee9b4f0 | Removed 2 feature tests; retained tests near-verbatim.
Tests/NehirTests/SettingsMigrationStateStoreTests.swift	5	round1+confirmed	R2: origin -S/grep 'SettingsMigrationStateStore','SettingsMigrationDetector','workspaces-array-to-keyed-tables' empty; basename empty -> invented in Nehir
Tests/NehirTests/SettingsStoreTests.swift	3	round1	Tests/OmniWMTests/SettingsStoreTests.swift @ ee9b4f0 | Removed QuakeTerminal/Clipboard suites + new NehirStoragePaths suite; sim 39%.
Tests/NehirTests/SettingsTOMLCodecTests.swift	3	round1	Tests/OmniWMTests/SettingsTOMLCodecTests.swift @ ee9b4f0 | Helpers simplified + 11/22 tests; removed clipboard/quake/workspace tests; sim 13%.
Tests/NehirTests/SettingsViewTests.swift	2	round1	Tests/OmniWMTests/SettingsViewTests.swift @ ee9b4f0 | Localized edits beyond rebrand; 6/6 tests preserved.
Tests/NehirTests/SpringAnimationTests.swift	1	round1	Tests/OmniWMTests/SpringAnimationTests.swift @ ee9b4f0 | Diff is only SPDX header + import rename.
Tests/NehirTests/StatusBarMenuTests.swift	2	round1	Tests/OmniWMTests/StatusBarMenuTests.swift @ ee9b4f0 | Removed update-check/settings-file tests + appearance-provider refactor; 6/11 preserved.
Tests/NehirTests/TestSharedStateSupport.swift	2	round1	Tests/OmniWMTests/TestSharedStateSupport.swift @ ee9b4f0 | Added AppAXContextIsolationForTests actor + rebrand; extended, not rewritten.
Tests/NehirTests/ThreadRunLoopTests.swift	1	round1	Tests/OmniWMTests/ThreadRunLoopTests.swift @ ee9b4f0 | Diff is only SPDX header + import rename.
Tests/NehirTests/TokenCompatibilityTestSupport.swift	2	round1	Tests/OmniWMTests/TokenCompatibilityTestSupport.swift @ ee9b4f0 | Focus-API renames + removed DwindleLayoutEngine helper (feature removed).
Tests/NehirTests/ViewportGeometryTests.swift	2	round1	Tests/OmniWMTests/ViewportGeometryTests.swift @ ee9b4f0 | API renames + localized value edits; 20/20 tests preserved.
Tests/NehirTests/ViewportSnapContextTests.swift	5	round1+confirmed	R2: origin -S/grep 'ViewportSnapContext','ComputeSnapGridTests','RevealPartial','boundedViewportStart' empty (SnapPoint prod type exists upstream); basename empty -> Nehir
Tests/NehirTests/WMControllerFocusTests.swift	2	round1	Tests/OmniWMTests/WMControllerFocusTests.swift @ ee9b4f0 | Removed QuakeTerminal/hiddenBar tests + setup changes + focus-API renames.
Tests/NehirTests/WMControllerScratchpadTests.swift	2	round1	Tests/OmniWMTests/WMControllerScratchpadTests.swift @ ee9b4f0 | Adapted to result-returning scratchpad API + added assertions; 10/10 preserved.
Tests/NehirTests/WhatsNewAutoShowTests.swift	5	round1+confirmed	R2: origin -S/grep 'WhatsNewAutoShowTests','shouldAutoShowWhatsNew' empty; basename empty -> invented in Nehir
Tests/NehirTests/WindowRuleEngineTests.swift	2	round1	Tests/OmniWMTests/WindowRuleEngineTests.swift @ ee9b4f0 | alwaysFloat->layout:.float rule-model change in tests; localized.
Tests/NehirTests/WorkspaceBarDataSourceTests.swift	2	round1	Tests/OmniWMTests/WorkspaceBarDataSourceTests.swift @ ee9b4f0 | focusedToken->confirmedManagedFocusToken renames across test bodies.
Tests/NehirTests/WorkspaceBarManagerTests.swift	2	round1	Tests/OmniWMTests/WorkspaceBarManagerTests.swift @ ee9b4f0 | appearanceProvider injection + new constrainFrameRect tests; structure preserved.
Tests/NehirTests/WorkspaceManagerTests.swift	2	round1	Tests/OmniWMTests/WorkspaceManagerTests.swift @ ee9b4f0 | Many focus-API renames + removed resizePlaceholder test; bodies largely preserved.
Tests/NehirTests/WorkspaceNavigationHandlerTests.swift	5	round1+confirmed	R2: all 6 file-own tokens (struct/test method/4 local helpers) empty in origin -S; 'installSynchronousFrameApplySuccessOverride' hit is shared LayoutPlanTestSupport.swift util (different file) -> Nehir
Tests/NehirTests/WorkspacesSettingsTabTests.swift	2	round1	Tests/OmniWMTests/WorkspacesSettingsTabTests.swift @ ee9b4f0 | Beyond rebrand only footer text value changed (10+ -> 1-9).
Tests/NehirTests/WorkspacesTOMLCodecTests.swift	5	round1+confirmed	R2: origin -S/grep 'WorkspacesTOMLCodecTests','WorkspacesTOMLCodec','WorkspacesConfigMigration','containsLegacyWorkspaceArray' empty; basename empty -> invented in Nehir
